"","Factor 1","Factor 2","Factor 3","Factor 4","Factor 5","Factor 6","Factor 7","Factor 8","Factor 9","Factor 10","Factor 11","Factor 12","Factor 13","Factor 14","Factor 15","Factor 16","Factor 17","Factor 18","Factor 19","Factor 20","Factor 21","Factor 22","Factor 23","Factor 24","Factor 25","Factor 26","Factor 27","Factor 28","Factor 29","Factor 30","Factor 31","Factor 32","Factor 33","Factor 34","Factor 35","Factor 36","Factor 37","Factor 38","Factor 39","Factor 40","Factor 41","Factor 42","Factor 43","Factor 44","Factor 45","Factor 46","Factor 47","Factor 48","Factor 49","Factor 50","Factor 51","Factor 52","Factor 53","Factor 54","Factor 55","Factor 56","Factor 57","Factor 58","Factor 59","Factor 60","Factor 61","Factor 62","Factor 63","Factor 64","Factor 65","Factor 66","Factor 67","Factor 68","Factor 69","Factor 70","Factor 71","Factor 72","Factor 73","Factor 74","Factor 75","Factor 76"
"X20009",0.0735833931185882,0.154758699990371,-0.0994127541870584,-0.174876580813274,-0.200606260660811,-0.145677091303665,0.104032853649891,-0.0294687622327841,0.0769704909560272,0.00414317802724777,-0.201965257681824,0.0522258675896853,-0.0468712866856309,0.0663467455869189,-0.0258167823562583,0.0908900438706802,0.266027641019717,-0.135828444719888,0.0217250975615809,0.212973360690754,-0.175429536028677,-0.159703334996436,-0.1190357628105,0.0270945030941321,-0.0398836832724134,-0.0646084429378273,0.12623686407941,0.141621662941968,-0.0902419529424616,-0.147963552294059,-0.108811029321446,-0.113924875307027,0.0341076979801206,0.00150233508608823,-0.156944670454981,-0.00551268491242555,0.179682525254332,0.15904395219564,-0.0750814431754238,0.315496721744382,0.147989570364996,-0.00716448513120567,-0.0142699761691353,0.0540859410425748,0.0265578008893632,-0.235292524459976,0.0856072439877134,0.0680869818527922,0.122826969563529,-0.100939501135969,0.0902943784166739,-0.0235813843065296,0.164555361287069,0.019507751394131,-0.0421791909532261,0.0228183799355598,0.0148715880566259,-0.050800825732538,-0.131724118635529,0.0358581167257928,0.12415792916128,-0.195332304827084,0.0194699575826056,-0.23467133579544,0.0805304677879449,-0.0175058131627025,-0.0256004533316785,-0.00216905591146868,-0.0246174721294263,-0.0594339275573187,0.021549591403277,0.0276958584726113,-0.008368938993474,0.0188193382184432,0.00609001686599092,0.000559307743831864
"X80410",0.149058466692505,0.0925083780729645,0.020078980092481,0.0390848605885911,-0.0999771993116575,-0.0621105886332911,-0.100411006254471,0.0997578396263108,0.120482904390934,0.0771925830943596,-0.0369571160338522,0.0740571219722566,0.0337774488978394,-0.0621561918245177,0.017529486268707,-0.0961021170697506,0.0427522165984306,0.109072007683034,0.160502090251093,-0.064822236535736,0.028627220136189,-0.034238910754395,-0.0820317499805635,-0.199215315403209,-0.107823253105498,0.0394599275568476,-0.00138372356291577,-0.246384795522828,-0.115640388024324,-0.0494222107067779,-0.0329333514583439,0.0554012461184186,-0.0955228290542154,-0.118622431579239,0.134321444839416,0.00693375288254901,-0.0898924392195043,0.0140725184800892,-0.0230247988903058,-0.0370864493957508,0.0803959664401723,-0.101735652916975,0.0197655296617542,-0.166806074815248,-0.140285606305238,-0.00229614149729727,0.203584426704281,0.0599756056117018,-0.0978336230690679,0.117407466912455,0.298494108017711,0.089178965705861,-0.25276572562454,0.128291792752185,0.107260756106067,-0.151224675944788,-0.396406133239319,0.0544978147120944,0.0499610099086791,0.133071028527314,0.161620468101918,-0.108324334400867,-0.0018400592425139,-0.151781041671327,-0.0848744032400472,0.0890650680364877,-0.00825094051206945,0.214146275737875,-0.0112903936205039,-0.0752624283043894,-0.0113336982831958,0.00360337056852837,-0.00292236701244725,-0.025056450546931,0.0129031908733471,-0.0145967848620936
"X82803",0.00788998500511661,0.0975841537194918,-0.0166176708944655,0.158163216695746,0.143272367771867,-0.230273625248835,-0.289139829405926,-0.0172155114326625,-0.203661720316865,0.13360569441002,-0.111035848115518,0.0823695834409907,0.267162430749496,0.0667553705703434,-0.00029513885193061,0.102592195682499,-0.056098241606765,0.129918991271377,0.239887280901973,0.285039417271393,-0.125804342641256,-0.152150451875272,0.222364071926499,0.0153463818949781,0.280522859119293,0.0468223499484594,-0.00178109227987351,0.123751176588746,-0.0629106535898086,0.0737505724256711,-0.00128611722003421,-0.0755562083196504,-0.224044557531407,-0.161465798876745,-0.142350905730507,0.0204701688935145,0.0978453877279362,0.050856016847439,0.148010976250746,0.00646455017579398,0.0165341040681057,0.148146301975571,0.065518382149672,-0.00368163277955572,-0.00373748610146457,0.0222971621590694,0.0664918167068261,-0.168153932860974,-0.0522747939798937,0.0237168912962443,-0.0511738763075225,0.126431506723268,-0.0221819628286275,-0.000195709373885147,-0.0945586229519463,-0.085894797719788,-0.0639159737224944,0.0758678391252326,0.0497839864255402,-0.0306620171801971,0.0727376502527784,-0.0029454562652087,0.02514507880081,0.15175463226957,0.000544665494320501,-0.0291346973136987,0.0781274273542855,-0.0662113940746178,0.0289512458745318,0.00218398739639425,-0.00373831127170301,0.00381578956461027,0.00839592006917173,0.00741759851108398,-0.00509401334799108,0.000461098431188899
"X19017",0.127472527930171,-0.0261295697271502,-0.0283830230085763,-0.0831517876481235,-0.0626091021313487,-0.0334011556530688,-0.118749006858369,0.0323570321087591,-0.038063999299999,-0.270884125776501,0.0897363956603647,0.16253429161736,0.120754564011477,0.168023798491811,-0.175633703590209,-0.0287392990959924,0.177678266214796,0.0331281404855325,0.0589522562528586,-0.0788287823536949,-0.236138280349488,0.0202879394380799,-0.0211194485214008,0.0988077355424928,-0.0811159204900146,-0.0132998496825498,-0.373528696601598,-0.0261298484363059,-0.0133014021987663,-0.0916067821191412,-0.0707374888081076,0.217493041316435,0.0638971737378149,-0.112469298415332,0.0165240534618386,0.0702709521762798,-0.08906680030085,0.156561641656323,-0.0593663504229029,0.111980347758544,0.00605980741575405,-0.0149674093017627,0.137811243833439,-0.0672363672076761,0.0984172595493659,-0.119827727934757,0.0916163634129794,-0.0979130725558134,-0.108628492632542,0.0230718761043215,-0.291856867853132,-0.175608597115592,0.0741709128840414,-0.0572137475674293,0.175807996454432,-0.151012702017463,0.0135553011509173,-0.102302817002395,0.169383474805534,-0.00544361008814596,-0.0197647904179703,0.235219873230873,-0.0660235489754013,0.0491631382602114,-0.0165809254473105,0.00995319233780707,-0.0572932799103674,0.142923184686815,0.0249658541854852,0.0155372619191762,-0.00770812061229144,0.0220034469065658,0.00521793975618315,0.0165952178506526,-0.00342731243387252,-0.00651200559706785
"X18642",0.13434721753721,-0.144645118540601,-0.0958580835960307,-0.0373299969459147,0.0731278480370294,-0.0394664708775162,0.0235091588331344,0.070887053209041,-0.0718324808327749,0.0790247025639079,-0.0109826598708396,-0.0992379392305868,0.130356583473329,0.0991791763943566,0.0339515526427552,-0.137206011461336,-0.0421294568133676,-0.120429878863053,0.0778099001563981,0.000471740692232254,-0.21535967782932,-0.0255236539480875,0.0117929149981161,0.147522177198994,-0.05276761306998,-0.0486375553339748,-0.137050740129071,-0.0179337554748249,-0.0614759626959042,0.16231743632134,-0.00122247164031218,-0.0852840855184071,-0.123883610520865,0.0973587969590411,-0.00246518842293156,0.0528747909314831,-0.260646775890552,0.0272933011506272,0.23637483119339,-0.050481987427672,0.0317898976583386,-0.0840310388090302,-0.261760985797318,-0.137169685120829,-0.108793393100067,0.11200180453157,0.00495943701180244,-0.0571157044039222,0.236382403329529,-0.168569548108333,0.25249140213266,-0.363016557285435,0.030454833099664,-0.0585833886147695,0.0816255044279196,-0.106239177007718,0.0727463348920298,0.0486197511631183,0.00418344548357917,0.147142802505787,-0.10628740022784,-0.12537642631069,0.0999089955819434,-0.00491839552217581,0.0862522213865245,-0.0696693933544885,-0.210934645492527,-0.110260591605069,-0.00689549074908379,-0.0373937119033417,0.000272686194352626,-0.00872676184692208,0.0077574974692005,0.00151788342161313,0.00682529487130831,-0.000469345944688694
"X18649",0.14529749501358,-0.0526396062186546,0.120149338597494,0.057567647021933,-0.0455716583960326,-0.0472797528104074,-0.0685057683737578,0.0563524317946104,-0.107945439888493,-0.141172539083115,-0.00399233486294702,0.00493843147741475,0.0647082058348673,0.0119640648611489,-0.180671238457149,0.117963082759337,0.0283066044120687,-0.042256685546198,-0.211162336694665,0.00437640644047937,0.149426307250178,0.0422945181350033,0.0863372339992955,-0.0338188637460938,-0.0984686896343619,-0.0270094209001523,0.0872016603529776,0.000304639233066209,0.0985216429258374,0.0706385071410166,0.0646622502623838,0.110072792103313,-0.0957366130494148,-0.140124997924101,0.129484737242075,0.191820560084282,-0.0179208438822841,-0.170112961351908,0.316816193806714,0.0208863127718375,0.109771582214163,0.195985846806151,-0.0516740868804712,0.0126555456658916,-0.0377728058690617,-0.0291375797697291,-0.0125374657398703,0.0862124312197955,-0.00475847388754294,-0.1798943207011,-0.13312733876006,-0.136513811827814,0.117180543169722,0.291795577091597,-0.111023847523453,0.0811958089482405,0.0226619975335498,0.016542695916983,0.125456118500516,-0.198667540536598,0.0830567556004784,-0.293422339424286,-0.107519823328199,-0.184859332924887,-0.179366969080128,0.118705413940968,-0.0617357462056217,0.094086358131887,0.120099348861344,-0.0241964366856277,0.0449363327147752,-0.0294284030848123,-0.0274243469646088,0.0169522990252641,-0.00227021132539135,-0.00531411342277881
"X39209",0.0785265871136822,-0.225522531383442,0.144076765444488,0.0830586412084782,0.0517058691391458,-0.189789840313777,0.0588164425960197,-0.163679645732371,-0.0335814245521565,0.072081385659456,0.14532666422776,0.0302105936846881,-0.0325488288418974,-0.170867110711036,0.178294587654194,0.129924042642763,-0.0803928158296838,-0.0522431493862535,-0.0857926996405635,-0.119357250777366,0.0766396318643113,-0.123056603756681,-0.0601988866940129,-0.0633679738137326,-0.0354008692402331,0.00788231354633844,-0.182426720987151,0.100878040667913,0.0317265755069394,-0.0341434262699965,0.00182407051220611,-0.0346579516108253,-0.105602052954906,-0.0261801937248385,0.0292806195661352,0.0926192786812145,0.094698045339814,0.0501756007737389,-0.0256995078971743,0.167535619510175,-0.0821509696404894,0.0248668640638212,0.0319661390299281,-0.147236905140688,0.0216145456693447,-0.0880722261754767,-0.0272155250889821,-0.0427488222810924,-0.0753682448359477,-0.0958708867243615,0.0700584363672425,0.0145203793458417,-0.0612981484006881,-0.07944693006308,0.120441059384505,0.0046044505068341,0.0318227796915804,-0.0804971086409637,-0.1402645330683,-0.0551499354155196,0.0220234399746565,0.000901897522143091,-0.0311731097834791,0.0467516455042745,0.117537192543087,0.00456334117707249,0.0174204603042553,0.00274914604814325,0.355078025084564,-0.481765664997615,-0.265551152340494,0.0541216032548067,-0.0281291870314817,0.0544119916604804,0.0330296844346422,0.00943847714632725
"X38634",0.0820610152838267,-0.225083848020895,0.14816086123785,0.0839412900695714,0.0640729840567966,-0.177308694113452,0.0420904312212176,-0.15446321778879,-0.0338893374091839,0.0733524311131046,0.136798147666466,0.0350743884413475,-0.0449170264067928,-0.187005319798333,0.166826606595149,0.127136677034757,-0.0669318265479105,-0.0320401935070928,-0.0845400108349942,-0.125592671534501,0.0410294273586847,-0.104145243628271,-0.0807631430911058,-0.0699800892138413,-0.0288679959120064,-0.0151097306103082,-0.1900225370589,0.0817636306222691,-0.0234218879624374,-0.0268372474493428,-0.00225927861357907,-0.060332671319638,-0.114693912265127,-0.0340304388345057,0.0324893751041488,0.111135663189881,0.106566921815993,0.0307205119588141,0.0330144910137163,0.165945391954215,-0.0113706423496826,0.0313431414748822,0.0423685714135383,-0.120710451667394,0.0510552457823182,-0.120625026225199,-0.0854670225198284,-0.0762988983299575,-0.0106130311038418,0.011207247089512,0.0762000683816804,-0.0169822166674729,0.00342599541488863,-0.0520900369214394,0.0218972764675963,-0.0336418109624441,0.0103072871725289,-0.0449449256153241,0.0316544562618703,0.0683378677861942,0.114887114120643,-0.00838040480043416,0.0331502839952667,-0.0821485839211164,-0.110800269495632,-0.0849726133785727,-0.0148176303730211,-0.00114907833409014,-0.381918566110694,0.457568807699204,0.313441972044286,-0.088202218869389,0.0380220062653931,-0.0622132330055667,-0.0358788381002528,-0.0160639838756384
"X44500",0.156274387520026,-0.00765884321949755,0.127444296394479,-0.0214022077910925,-0.0669729777242548,0.0104243591354496,-0.104283264664645,0.100094631875281,-0.062670970435085,-0.0863109383230682,-0.104285352783944,-0.058028444284967,-0.0682634209499032,-0.0843764020787155,0.00378770264921906,-0.00175443797467448,0.041059894569818,-0.0450445980129392,0.0423404569577063,0.0170445618486362,-0.139644249240146,0.118677541647215,0.0446299844753785,-0.0767910505551877,0.0228964689835651,-0.00416558317963177,0.083298412635372,0.104667189536838,-0.0287124271934258,0.048292500869268,-0.0151543255779074,0.127968422511746,-0.110138569363253,0.0209450207021075,0.220133661941883,-0.1134340729783,0.108311760057487,0.0759614158674744,0.0534866607777672,-0.0517772794921317,-0.0176366823878744,0.196771264878883,-0.170836699498861,0.0429974625152468,0.00564880953404883,-0.160403983247818,-0.0592450621444929,-0.0416927854564366,-0.213422009432436,-0.0507633928619982,0.219522819421635,-0.0114492488447873,-0.0561360340113152,-0.187151032030574,-0.219283321446041,0.155102119063762,0.0236631948070977,-0.192128854129146,-0.102961730486165,0.0821532915114044,-0.199172370887457,0.170897114546027,0.0311961933506067,0.075288336640945,0.233092040493208,0.398929800183442,-0.112526001715539,0.176373614988498,0.0050892784195102,0.113160710042412,0.0305803719764468,0.0501224887853367,0.0313518011661714,-0.0233957329980533,-0.00689642614966855,-0.0149571042662164
"X34489",0.150453191377248,-0.0978910436914044,-0.0920338578001266,-0.0281516265090182,-0.00555843149865781,-0.00899286589302626,-0.0224897322421633,0.050780084913951,-0.0913643575208989,0.00238536304741628,-0.0493016761935114,-0.0463085212029644,0.0148964095293307,-0.0545593637997107,-0.0522529575417836,-0.152108741636432,0.0257381155704564,-0.131904105410983,-0.00925153572698021,-0.0360592161764534,-0.0447134568185994,0.123902538038875,0.165874149898375,-0.0739854049699361,0.0207559053708237,0.123899514959819,-0.00950839297111175,0.174546765763543,0.241673665084275,-0.0433164884478089,0.0337845982174726,0.0637789067808068,0.153942202162542,-0.0153609777128649,-0.0740585665668656,0.160827965998807,0.0556875131983187,0.033731999293779,0.218771471645338,-0.049815988061764,-0.223329787693884,-0.239954511089461,0.145240515782224,0.0841581197624425,0.0879015499097201,-0.329763756150135,-0.105856850442728,0.142833012908176,0.211490769973267,0.0550381363511622,0.0940078810297511,0.282579388219017,-0.0422554420636114,0.0989403521448171,0.0111572312130205,-0.153208620540068,-0.0611493118300922,0.12095618447741,-0.038696010010423,0.140907772129625,0.060692590631954,0.0718386116409781,-0.098760682744052,0.0892045747865728,-0.0917752102376971,0.141083007459066,-0.205349786291382,-0.158167143293718,-0.03858630338202,-0.0402963536581153,-0.0368209462342187,0.000326455687373905,-0.00965928980670142,-0.00797198932405972,-0.000441306590511219,0.0100910233927395
"X32538",0.145761819920505,0.0115144108637021,0.0966074262807463,-0.0759821284860026,-0.106607610481482,-0.0416050685413235,-0.00329582035153919,0.011909888845547,-0.0445088439835404,-0.0223264923650547,-0.0950881296827003,0.046435825323704,-0.0842094823243011,0.161864019993825,0.115499766443965,0.0604464345722061,0.107497303451642,0.0977748847054035,-0.00769761052031461,0.0623317777709462,-0.0689297604523502,-0.0874269657140873,-0.0729072715812112,-0.0128175850213316,-0.15924377465897,0.113968680985926,-0.211992442503992,-0.208519401847617,0.0469809303394994,-0.232310964432318,-0.0437731860346594,-0.126644133279426,-0.15439379727663,0.163442443802525,-0.129836409114241,0.0904085026504438,0.12823498189744,-0.000168218188305397,0.220976596087499,-0.151964451198844,0.0319471380586323,0.0744704617804003,0.331769064048403,0.0952408214960438,-0.155482164840001,0.196385563553188,-0.19506853805911,0.135755731805082,-0.0467151158237257,0.033457677301267,0.102851869612158,0.0367769472263723,-0.00817722156750693,0.100304779048759,-0.00950215730286764,0.32485655087272,-0.0387809286092578,0.0263581444192063,0.0528327345466164,0.0140892105249172,-0.216855150074201,0.141925444507894,0.0315038254749284,0.0143115664133986,0.0120747012305236,-0.0931695264652398,-0.0763410388111473,-0.111554100084677,0.0105570852383002,-0.0164610845159122,0.00685766710173266,-0.0364405490363506,-0.00676925097633986,0.00690570464110585,-0.008790568373808,0.00485332814989483
"X32537",0.1516459559905,-0.084544688865025,0.0704593861737787,-0.0977473109934558,-0.0680404378984659,-0.0184705199118095,-0.00188495782385389,0.152018478328429,-0.11929054832722,-0.0209861181493442,-0.0256524789103991,-0.0433337784124513,-0.138535884225863,-0.0334434279277894,0.121840049966611,-0.00243037289105499,0.104268099152344,0.0283218371569042,-0.00410672482285179,0.012426328739896,-0.100887034265774,0.0134554858306378,0.0638077238300947,0.0453727658599716,0.113221938829854,0.00621701248119181,0.105348906798302,0.140450784978938,-0.0204901565464033,-0.0697689139083497,-0.105098801935708,-0.103754717919936,-0.0535131639828937,0.113167833076464,0.29172425591158,0.0383748461020949,-0.0885007290001711,0.0589685465781677,-0.137803152389824,-0.10029543163701,-0.0238597981982615,-0.101069762563369,0.0990006309606904,0.130922886445214,-0.0527214518732125,0.118690460136993,0.0944675409660307,-0.0671460428932945,0.0259391216064678,-0.130094758400226,0.0611571749858588,0.0260508687813698,0.0429776060385073,0.0789631623915197,0.0676382013674579,-0.0523417041268143,0.0147744855119576,0.112320458272865,-0.225575845536678,-0.351655792256122,0.195000626782168,0.0124957374151872,-0.127379939126384,0.285018995215142,-0.0560881483462536,-0.284976007960836,-0.147308741817536,0.2849765826724,0.0537238583707922,0.105980879557992,0.025457115468576,-0.0374106872997085,-0.00597102802120362,-0.0312029809302512,-0.0137081094812707,-0.00837086428641813
"X30327",0.00341534974455601,0.0638208436073581,0.0202482278135894,-0.113309975386355,0.125160343651489,0.0402647570230668,-0.397719430725811,-0.047884779066556,0.134500353078747,0.222196302208412,0.125462351794379,-0.209018944499602,0.139365331418988,0.132705785975681,-0.0911562779417553,-0.0746910192374227,0.264928635229436,-0.325186032100003,-0.342681861663491,-0.00317420457264689,-0.0930984894913341,-0.144578409381617,0.0550503245786556,-0.171360340613897,0.0736012277441783,0.111952296502818,-0.0137367145763523,-0.0317167019865387,-0.0267494882281928,0.0137979629380224,0.0132570134635529,-0.0595942036044591,0.0854752172942057,0.0875269244474672,0.115182318886827,0.116427231995924,0.0348155509490107,-0.0130411852995451,-0.169678736353097,-0.0704343153523903,0.0409429231233016,0.100978075053947,0.0793038412977011,-0.173386445007536,0.216075606683393,0.0879500892559944,-0.0581185017604431,0.0737571212424629,-0.0541472345083114,-0.0318771763366552,0.0435091185004298,-0.079678802969227,-0.0746580103075529,-0.0362908353247467,-0.0796565299100517,0.0197255427283821,-0.030964687138005,0.0922068602015613,-0.0836496071858125,0.0346259506953014,-0.000562712322978415,0.0466449827013727,0.00847566574240214,-0.00939480333368418,-0.0642542173282427,-0.0260390992671199,0.0841540121194882,-0.031616065729049,0.0177248925485753,-0.00525241860631105,0.022855461965566,-1.69721221000424e-05,-0.00359367897234021,0.00133977026466607,0.00252876157022401,0.00201817564558035
"X18683",0.14438300305961,-0.11981759620427,-0.100948987422638,-0.0389837103728587,0.0695608812177463,0.0903173548674162,0.00820630341174092,0.130066407106125,0.0138867088291143,-0.0290787063848808,-0.103958112804414,-0.0588331148310759,-0.0537855657384212,0.0696256601723395,-0.0702655364357015,-0.00701021068625196,-0.163759840515227,0.0314010294566003,-0.0620306534687926,-0.00829855864839389,0.0321504018740373,-0.0248028834784058,0.0507096849122272,0.0744752450796819,-0.0551564681033201,-0.00460065553765809,-0.0859485302748387,0.239387672387931,0.113554156646218,-0.0321963963264948,0.0284149081674237,-0.133372327092375,0.213159617764499,-0.0502771314458264,-0.00878054720072562,0.085843228113506,-0.0437926047560642,0.0808689040851156,0.0999580526306408,0.132528725427859,-0.0758406775444016,0.117953495299877,0.106310621761799,0.0652384791028777,-0.0446119953353107,0.409670491530276,0.186953685965379,0.0346088980730191,-0.191698683596566,-0.0209105711128213,0.0771035778810624,-0.0403909366831741,0.124551348341942,0.00765058724362557,0.0595194574460619,-0.0934724215944529,-0.239315337832431,-0.247261465174321,-0.25539369987049,0.0825744734487995,0.078311343579883,-0.00509040234505566,-0.123219585089416,-0.0468317756224036,0.0352284172878672,0.165899277857782,0.271482871988763,-0.144149005087916,-0.083208935713766,0.0455353628404612,0.000444911878069106,0.0256350257647915,0.011255889744915,-0.024902146819042,0.0208451669380812,-0.00108177826565367
"X18702",0.00822561656349248,0.0167243935354752,-0.165441679221026,0.150334734675189,0.240492372492473,-0.00666402834037439,0.0418051895216571,0.0627890178594726,0.139184104336582,0.000620109599422997,0.0983494763257082,0.35144340212637,0.0500759110464795,-0.0947300987759345,-0.198042603271647,0.0928531818157383,-0.244831705317772,-0.226767780659477,-0.107489688163905,0.424160364610986,-0.0880768828086734,0.0304597012986445,-0.216012885410369,0.0266891411041975,-0.0272234346005091,-0.105508905463799,-0.0883637329248117,-0.0993346043060802,0.222952187186937,-0.0188338582419476,-0.138716121926217,0.148786517719659,0.000416506402841767,0.190964391649153,0.08624044981626,0.120727051781649,-0.0514008078669791,0.010412583859924,-0.090986267843717,-0.124470688498369,0.0206113779735702,0.013087016126956,0.0787782974853881,0.1049028841297,-0.0106414570265317,-0.0341580594078956,-0.000919394227506725,-0.0525559650064254,-0.0300228714249744,-0.0259473321882148,0.21933608672967,0.0994331901087914,-0.00768088295091307,-0.0502534346636171,-0.0281753707481649,-0.0281963107788993,0.0129246984755673,-0.0471134622771,0.0104934576699544,-0.119390074334704,-0.000675380689817264,-0.0266326578056401,0.0189335483238442,-0.0409200780616187,0.00592088293709325,-0.0182998164125318,-0.0180228063407299,0.0267016382201229,0.0356939366615323,0.0316141340368948,0.0211887533055208,-0.000436585840006895,-0.00452436509466532,-0.0101268899117016,-0.00177593820240075,0.0011112764791483
"X18659",0.143385950675536,0.185581765897708,0.0363520584747717,0.00134252542157939,-0.03680572722205,-0.0333067957340237,-0.0104595507691822,-0.0828137255674654,0.0594440169632218,-0.0362581995432174,0.0368462750837725,0.0914793557604707,0.0917133118705271,-0.0122462507345279,0.131059649337379,-0.0390763568881099,-0.011889148857997,-0.0618419819909614,0.037005314597602,-0.0379053713883379,-0.00916079369946086,-0.0694193766993215,-0.045017774941254,-0.150574346473057,-0.147853470385392,-0.161845026419883,-0.00635516319349064,-0.095581061856085,-0.120629142109982,0.0763676307495593,-0.0228327067411573,-0.0177280381605783,0.178335920288993,-0.052391907011755,-0.190569577032745,0.0708900636118211,-0.0651232762921076,-0.0654157814155139,0.128757276520089,-0.0792661894619306,-0.160591925353403,-0.0480052484527583,-0.132808848790317,0.0854279868875226,0.0173030046356478,-0.0329136388491931,-0.0451437489422913,0.00136377664687845,-0.0331812945098714,0.116893284240565,-0.0154848487632124,0.00152150765085753,0.163782425125352,-0.0931540430790941,0.00105371744838948,-0.0288862948177968,-0.0320834427157818,0.0329972997950639,-0.225236190678422,-0.0683437924314803,-0.0557188608389535,-0.0317405773195698,-0.0107897616009908,0.222367750675961,-0.0403140292564351,0.0391779996658231,0.127223615064646,0.0557634168184622,0.306135707309406,-0.0695559041221887,0.554992019035676,-0.133284946867166,0.0463067354269082,0.0445955432017387,-0.0195745143924435,-0.00230050500266764
"X38631",0.150043373738247,0.164584874015091,0.0492461656881299,-0.0259949335488788,-0.0309989361864166,-0.00175451387154561,-0.0311767690016285,-0.0638343378969315,0.0351747158498876,-0.0957016975094482,0.0184329129707984,0.0914326960393565,0.102994560410091,-0.023126701144454,0.124639674515221,0.0428836931940968,0.00739700039256231,-0.0928919834129973,0.00670641650031579,-0.0680203338523538,-0.02144618939078,-0.0476926979738185,-0.0373717278713112,-0.154009507531421,-0.155593140852455,-0.131004993452424,0.00901195191352519,-0.063874284069902,-0.0840027589090179,0.0612951739417611,-0.0121829045720088,-0.0313662975678241,0.133199255051384,-0.0355432058051597,-0.129521952200919,0.143731383776527,-0.105962726858047,-0.0871417041632826,0.136138318472175,-0.0657392074816724,-0.0676069330477067,0.012529972863627,-0.145864403384876,0.055473814145453,0.0739116024113357,-0.0781213428548468,-0.0608687136378811,-0.0587895618718367,-0.0749594237865506,0.0646936338238878,0.00810771049078492,0.0101439521533947,0.124129399235711,-0.0727239286687388,-0.0639834387489473,0.0453781254543573,-0.10637000470957,0.0237035429459231,-0.0832954331013596,-0.156764981276593,-0.0137469042801995,-0.0977522871644647,0.0516073892466059,0.177593399185615,0.00396050622432461,-0.1029519164736,0.0871354585252732,0.0194454147476969,-0.281076884008943,0.183668700442239,-0.609100594625483,0.131222289218598,-0.051918771609931,-0.050213204125242,0.0100756151665775,0.0063181057163441
"X19038",0.120970520042786,0.0793920077869125,0.186662981786443,-0.0675201169809691,-0.0980024386849814,0.203389255814818,0.170004434212365,0.0436499131230531,0.0498627280790045,0.195671211786057,0.0852416230654549,-0.015634787168667,-0.00307641089150935,-0.0533568516678318,-0.0055089188945196,0.0207269111422106,-0.0715576323487649,-0.0064412788542429,-0.0390112842405511,0.136542686030383,-0.114206975666578,0.00582226591293093,0.0409533555243222,-0.048226457523393,0.166484510177663,-0.078461250453263,-0.16317869048311,0.0362843636633522,-0.0419041200841451,0.0913617300470131,-0.044504548633756,0.0665600113848407,0.0707649811861259,0.0515578895218185,0.102000907733709,-0.136339606754032,0.0149780169308518,-0.0794030261974541,0.142442324409955,0.0987546324844133,0.143328484132323,0.02851147716967,0.0279800910366032,0.00801096224518927,-0.0628550922846877,-0.0436453153215801,-0.109755487849309,-0.00449384802529262,-0.0378087466854788,0.134169750077767,-0.127394844473677,-0.0483241923818698,0.0288032269328669,0.0437576976290733,0.00722223885441532,0.00550149305615505,-0.0624624313414405,0.0628217256318148,0.00859774064347307,0.0573764524307487,0.103030630132343,0.0157454351679251,-0.0193160344138659,0.0422748749515577,-0.0316251648266525,-0.0673268730659219,-0.0204788113247289,-0.0794980448340784,0.00697828844875366,-0.144995531161241,0.090879287131434,0.381408948395643,0.0488468719217421,-0.551506479699813,0.0272474449632904,-0.112975763837534
"X19039",0.119580485157571,0.0811289606097172,0.191858021451128,-0.0680914669700926,-0.0987267613757238,0.193210219332277,0.175855554596027,0.0517615980905405,0.0477251210901641,0.189926893516386,0.0970521910890766,-0.0166285225030114,-0.00311863734262435,-0.0376679102971182,-0.00943279544515033,0.0128548134452224,-0.0736832260541274,-0.000589982288317529,-0.0548082455714259,0.131698150861208,-0.124917956889712,-0.00549733901229992,0.0390662706073942,-0.0288770166994527,0.184515401027398,-0.0641202360959815,-0.15770607665295,0.0419232316881241,-0.0288934427502789,0.0880068646996263,-0.0544792216592031,0.0513894735516573,0.0795390820235375,0.0795783195891418,0.107330882512746,-0.139790629047444,0.00950557180380087,-0.0688071797329549,0.138895257041831,0.109376762933457,0.160414059302375,0.0305925376702617,0.0151144908614555,0.00504511972467359,-0.0727297786602931,-0.0393728680880227,-0.088849290377757,-0.0181171383834137,-0.0264002885592204,0.141212363362574,-0.0931190484286334,-0.0199923488779836,-0.000678734592868852,0.00912080796515328,0.0216921541285983,-0.0202486400829072,-0.0768113471729332,0.0750589903512818,-0.0145373450091069,0.0774421049787893,0.0996543990414893,0.00896142550125028,-0.0486728891761839,0.0305569527427199,0.00969559215209354,0.0332851833308478,0.0146813135515873,-0.0095517906916131,-0.0357799709961853,0.0168843558230646,-0.123153010180336,-0.37394562890669,-0.0678065268731525,0.570856559636395,-0.0139838131440416,0.110697010446175
